crop_type,initial_condition,avg_temp,humidity_avg,storage_hours,violation_duration,base_price,quality_score,final_price
Mango,Semi-Ripe,12.9718,23.0024,226.2345,287.8376,57.3292,39.5197,22.6563
Mango,Raw,43.1395,24.6305,213.7644,105.1687,51.6962,32.3471,16.7222
Banana,Semi-Ripe,16.4516,12.3435,132.8852,148.899,29.7011,44.0517,13.0838
Orange,Semi-Ripe,40.5831,84.2155,87.4647,29.7483,74.0878,52.8358,39.1449
Grape,Raw,20.0233,29.3881,85.5815,56.2154,46.8115,20.9709,9.8168
Apple,Raw,31.5001,77.3031,11.0939,22.1733,99.7752,72.5663,72.4032
Apple,Ripe,9.3077,14.1179,149.1471,61.8484,19.4626,23.1123,4.4983
Mango,Ripe,7.0104,56.9677,1.503,94.4469,22.1278,65.9175,14.5861
Banana,Semi-Ripe,44.6881,61.3384,107.1852,192.7721,45.8918,49.9544,22.925
Banana,Raw,0.9445,90.1033,123.7324,272.7746,76.2559,84.9782,64.8009
Grape,Semi-Ripe,25.9975,73.5973,65.8723,139.158,91.1905,43.9131,40.0446
Banana,Raw,32.6732,99.047,212.5841,267.7254,82.8512,75.3962,62.4667
Mango,Ripe,14.935,43.2181,76.8027,280.5641,81.488,51.8691,42.2671
Apple,Ripe,19.7017,31.144,138.9747,47.0971,23.665,18.7921,4.4471
Grape,Raw,7.709,72.614,172.0297,153.4789,67.9202,69.7603,47.3813
Grape,Semi-Ripe,43.2671,66.1816,128.7638,249.7925,66.6037,9.0927,6.0561
Grape,Semi-Ripe,41.2036,98.5336,133.8034,191.9387,47.9285,28.6647,13.7385
Orange,Semi-Ripe,2.2024,47.1744,206.3512,250.2503,18.6747,46.3323,8.6524
Banana,Ripe,32.048,41.324,204.4701,107.0062,44.1564,34.9207,15.4197
Orange,Ripe,33.0781,75.0889,229.5536,70.1539,36.3284,20.8004,7.5565
Strawberry,Raw,38.0527,78.2052,74.8453,27.975,63.0986,48.0194,30.2996
Strawberry,Raw,22.7973,28.1007,138.5516,105.2242,24.4215,0,0
Grape,Semi-Ripe,3.5456,31.2238,14.5011,217.3255,30.9166,29.7177,9.1877
Banana,Semi-Ripe,35.4604,26.7035,21.4147,131.1095,13.1452,39.7779,5.2289
Mango,Ripe,-0.0635,30.8921,203.5115,220.9197,57.9623,26.5928,15.4138
Mango,Ripe,1.9542,65.0175,25.1004,136.8171,56.9746,61.4107,34.9885
Orange,Semi-Ripe,-3.6454,51.9804,170.5058,270.9111,48.6048,44.3939,21.5776
Banana,Raw,29.9962,71.978,85.5484,242.8263,91.5394,73.0594,66.8781
Strawberry,Raw,24.3183,33.9365,56.4852,47.0051,14.5258,3.3779,0.4907
Apple,Semi-Ripe,35.9187,59.7728,148.8785,77.338,29.6214,38.6018,11.4344
Grape,Semi-Ripe,43.5099,50.1148,72.1109,229.0085,98.4741,0,0
Strawberry,Semi-Ripe,27.7411,51.9579,157.4889,21.2775,83.6378,3.6815,3.0792
Grape,Ripe,-3.6768,80.7135,53.4548,213.2111,13.8921,73.4896,10.2092
Mango,Raw,44.6656,24.4281,224.2069,173.4323,37.2503,29.2394,10.8918
Orange,Semi-Ripe,16.8168,94.0425,42.8138,53.9415,95.9374,80.8032,77.5205
Mango,Semi-Ripe,43.2694,84.1334,172.7924,31.694,72.1895,63.6898,45.9773
Strawberry,Raw,6.4338,58.2889,112.7894,289.13,88.158,44.0407,38.8254
Strawberry,Ripe,9.2367,54.7634,203.5265,121.7208,60.501,19.2784,11.6636
Banana,Ripe,6.9952,31.2981,232.7885,246.5773,85.1198,42.7752,36.4102
Strawberry,Ripe,10.651,28.853,140.4518,151.9791,50.827,0,0
Apple,Semi-Ripe,14.1568,58.1146,48.4029,112.6352,12.2936,59.9877,7.3747
Mango,Ripe,17.3202,63.6345,170.1553,247.2744,34.953,60.6067,21.1838
Mango,Ripe,36.0384,17.829,83.0649,290.8896,88.7143,0,0
Strawberry,Ripe,39.1719,20.9994,122.0438,287.6527,63.3446,0,0
Mango,Raw,-1.0432,25.0832,193.4186,226.8248,85.5332,38.9694,33.3317
Mango,Ripe,-2.0022,40.5833,120.4772,136.9847,81.8129,35.1455,28.7536
Grape,Ripe,20.3005,19.2301,48.7036,162.7287,69.7165,0,0
Apple,Semi-Ripe,27.273,30.3833,81.8958,1.7381,67.5073,27.3436,18.4589
Mango,Ripe,-3.0324,30.5851,20.9478,52.4245,89.959,31.881,28.6799
Apple,Semi-Ripe,-2.7034,59.3651,82.2378,177.4972,40.6059,61.819,25.1022
Strawberry,Semi-Ripe,26.6162,94.2491,230.3041,20.6548,47.6237,47.1009,22.4312
Mango,Semi-Ripe,5.1475,83.1328,106.0643,203.2652,55.8189,81.0186,45.2237
Apple,Ripe,43.7708,84.2389,160.5332,77.9325,24.0211,16.3287,3.9223
Orange,Ripe,15.42,18.7927,152.8041,96.3153,97.308,7.0137,6.8249
Orange,Ripe,12.7174,29.141,94.5386,75.2695,92.3366,24.3607,22.4938
Banana,Ripe,23.7534,73.2482,239.0379,184.1636,66.6567,62.8197,41.8735
Apple,Ripe,43.1103,35.392,183.5872,27.8245,47.0045,0,0
Mango,Ripe,35.5345,31.5689,231.159,278.3856,62.8346,5.9633,3.747
Orange,Semi-Ripe,19.0157,49.4775,19.0471,43.8331,84.3504,46.3785,39.1205
Grape,Semi-Ripe,1.0731,80.6175,208.1864,1.0665,61.194,83.7777,51.2669
Banana,Semi-Ripe,33.0018,13.7591,102.8761,106.9557,28.1575,33.3994,9.4044
Strawberry,Ripe,25.3027,94.5255,192.5935,20.5203,68.411,16.5287,11.3074
Banana,Ripe,30.5577,10.0065,42.992,12.1756,10.3601,25.255,2.6164
Grape,Semi-Ripe,13.9119,48.269,147.1803,265.7903,10.279,28.3831,2.9175
Banana,Semi-Ripe,1.9387,95.2032,47.3593,190.0684,50.3551,81.5692,41.0743
Strawberry,Raw,39.3629,15.0976,55.918,178.1363,27.6525,0,0
Strawberry,Ripe,40.6154,82.337,70.0106,117.1834,31.1994,0,0
Mango,Ripe,26.9002,27.2418,186.7801,0.0429,30.6312,26.5504,8.1327
Grape,Semi-Ripe,18.3153,10.8012,143.8102,109.5608,34.7503,0,0
Apple,Ripe,41.1544,21.0105,101.2789,152.7183,48.568,0,0
Apple,Raw,0.9207,23.8061,102.6112,38.0909,66.3564,43.0285,28.5521
Banana,Raw,14.4479,94.6938,113.0217,277.1543,61.9002,87.27,54.0203
Apple,Ripe,8.449,95.9314,176.542,291.1506,13.3149,72.8627,9.7016
Orange,Semi-Ripe,-0.8387,75.0203,171.0394,160.409,58.8982,71.5206,42.1243
Grape,Ripe,7.9651,87.2522,2.2591,176.3684,14.8702,73.229,10.8893
Orange,Semi-Ripe,41.0689,18.5058,82.4905,64.8881,34.0265,0,0
Strawberry,Ripe,8.4684,41.3863,15.6817,266.4753,34.2496,9.3762,3.2113
Grape,Semi-Ripe,29.9378,57.2455,191.1706,168.4036,76.2957,18.3038,13.965
Strawberry,Raw,33.2257,87.3402,219.1264,54.9392,35.4587,61.4113,21.7757
Apple,Semi-Ripe,-1.5745,36.6596,84.3155,91.9997,22.8956,47.3069,10.8312
Grape,Semi-Ripe,6.5476,81.9714,64.828,222.9086,93.8443,75.0867,70.4646
Grape,Semi-Ripe,15.9808,51.8654,7.7384,254.6007,64.8733,33.2512,21.5711
Banana,Ripe,5.2016,15.6648,92.5782,294.8579,96.0755,32.9535,31.6602
Banana,Semi-Ripe,29.6771,30.3612,11.0401,299.422,56.2405,41.7158,23.4612
Grape,Semi-Ripe,20.4421,39.8903,227.4816,148.7466,99.1171,12.9387,12.8244
Grape,Ripe,27.2918,13.9779,151.0683,201.0204,74.4874,0,0
Strawberry,Semi-Ripe,22.0842,91.8498,194.8407,84.1244,24.744,56.7018,14.0303
Banana,Ripe,9.8017,21.7861,27.167,10.3188,86.7079,53.4611,46.355
Mango,Raw,12.9977,79.6337,190.6727,101.6548,71.4037,87.4391,62.4347
Strawberry,Semi-Ripe,-0.0988,24.3126,80.2875,27.9096,70.3691,7.8418,5.5182
Orange,Ripe,35.8064,51.9824,105.1037,71.7172,55.834,0,0
Apple,Raw,37.3379,80.1937,238.4271,231.7484,52.6173,62.8155,33.0518
Apple,Ripe,-2.9734,78.709,224.9352,41.8428,95.9289,69.9619,67.1136
Strawberry,Ripe,-1.6218,35.6948,143.9371,73.2689,73.7966,9.4048,6.9405
Banana,Raw,-0.9811,77.0275,38.9292,45.2536,52.8457,83.8365,44.304
Banana,Raw,26.6459,24.5771,226.581,213.8088,86.8937,45.9693,39.9444
Orange,Semi-Ripe,6.6237,25.823,196.2197,114.6407,94.2824,32.6985,30.829
Mango,Semi-Ripe,32.2822,43.959,165.3558,115.1034,86.8951,43.0878,37.4412
Banana,Raw,33.9022,84.0334,91.1644,108.5691,11.4821,82.4006,9.4614
Mango,Semi-Ripe,32.0115,44.1755,37.7024,190.8713,15.4587,43.5077,6.7257
Banana,Semi-Ripe,7.8618,51.1877,27.103,244.2386,35.1272,64.8412,22.7769
Strawberry,Ripe,35.6392,38.7317,102.8554,160.6952,53.4643,0,0
Grape,Ripe,-4.1141,48.7689,55.4013,37.4073,16.2162,45.7151,7.4133
Orange,Raw,28.1947,69.0095,119.4538,83.0303,17.6419,61.9951,10.9371
Apple,Raw,2.3256,81.9927,181.552,221.4718,41.4338,84.1299,34.8582
Grape,Ripe,29.2958,54.2686,201.3577,188.4809,92.3197,0,0
Strawberry,Semi-Ripe,42.5216,83.2301,96.5641,295.6904,36.9746,14.4038,5.3258
Grape,Raw,9.2833,34.4919,89.2186,199.6081,99.172,30.1028,29.8536
Apple,Semi-Ripe,9.4813,39.2873,61.0187,265.4704,11.987,44.7641,5.3659
Grape,Raw,8.4704,63.2592,124.8113,0.613,43.1576,65.0113,28.0573
Orange,Raw,18.2165,40.445,163.3393,298.2026,61.961,35.9348,22.2656
Banana,Semi-Ripe,39.9593,31.5826,67.9176,286.8602,44.8675,33.6896,15.1157
Grape,Ripe,25.836,61.0864,16.8093,101.774,55.2823,6.8777,3.8021
Banana,Raw,1.2121,80.7389,153.6337,137.4028,51.1962,83.434,42.715
Mango,Semi-Ripe,29.8354,61.9827,34.0082,108.7372,76.2799,60.4617,46.1202
Orange,Semi-Ripe,-3.9103,79.5502,9.6654,74.8697,97.0338,78.3351,76.0116
Grape,Raw,13.5255,45.9501,217.9574,108.3495,43.1392,39.3163,16.9607
Grape,Ripe,16.3803,96.5409,67.5701,65.2299,21.3498,50.3613,10.752
Mango,Semi-Ripe,32.4486,54.1787,131.6175,150.1364,60.3801,49.6481,29.9776
Mango,Raw,5.0772,99.5205,36.721,92.8215,81.3789,86.4822,70.3782
Banana,Semi-Ripe,19.0365,78.7347,227.3258,258.6445,71.3221,77.0151,54.9288
Mango,Semi-Ripe,1.612,47.1772,65.7454,216.1398,67.8188,53.0073,35.9489
Banana,Ripe,26.6756,88.7346,218.0214,103.8605,40.4841,70.8508,28.6833
Mango,Semi-Ripe,23.0503,76.839,105.7035,187.672,40.4212,73.3092,29.6325
Mango,Ripe,-2.0841,52.473,185.6501,106.1704,27.2723,42.3831,11.5589
Banana,Raw,3.4292,25.7602,27.2285,133.7829,55.5466,52.6308,29.2346
Banana,Ripe,41.0123,36.2933,127.9172,182.8331,94.8408,18.6787,17.715
Orange,Raw,13.9542,65.1834,42.784,22.9009,77.4776,70.5976,54.6973
Mango,Semi-Ripe,6.5358,89.0658,238.6117,121.2284,88.9567,86.4964,76.9444
Grape,Raw,13.7434,31.7276,7.8114,190.2291,74.9059,25.1994,18.8758
Orange,Raw,19.5724,40.6746,193.4863,286.4719,60.2557,35.2668,21.2503
Banana,Raw,23.5653,33.6556,36.441,143.0401,23.2375,56.5393,13.1383
Mango,Raw,-2.2576,63.8536,158.4852,262.296,77.5276,64.7031,50.1628
Banana,Semi-Ripe,-1.2879,48.1859,77.6868,14.1389,54.3835,61.814,33.6166
Apple,Semi-Ripe,13.8856,47.6205,67.3887,216.9402,60.8822,48.3548,29.4395
Grape,Raw,13.2697,78.2347,21.1548,184.1112,64.0477,72.086,46.1694
Apple,Semi-Ripe,5.1204,73.7342,95.7583,252.0241,86.8492,76.3911,66.345
Apple,Semi-Ripe,30.0482,56.6058,66.6214,131.3135,86.3696,41.9646,36.2447
Apple,Ripe,27.7656,10.7561,131.7095,76.7559,86.1273,0,0
Banana,Semi-Ripe,20.7854,42.5227,68.5838,68.1723,64.1898,62.1428,39.8894
Grape,Semi-Ripe,30.5748,25.5399,83.0034,216.0875,86.9864,0,0
Grape,Semi-Ripe,8.9284,96.0148,208.6057,293.1377,55.0559,68.1604,37.5263
Apple,Raw,9.8736,57.7463,119.7924,172.2781,61.6232,64.3066,39.6278
Strawberry,Semi-Ripe,16.399,60.3558,36.1074,125.8809,41.9628,33.4923,14.0543
Banana,Semi-Ripe,20.5882,82.7197,161.4211,10.1468,46.6631,86.6742,40.4448
Mango,Raw,43.5416,40.7746,189.1561,90.4676,64.6924,44.0934,28.5251
Apple,Raw,7.1419,74.748,129.3535,63.8156,54.3893,82.7053,44.9828
Orange,Ripe,42.5833,79.9753,160.2347,235.5429,52.7978,3.8564,2.0361
Apple,Raw,32.0211,88.3432,184.5864,98.8899,73.4875,77.0493,56.6216
Apple,Raw,21.4243,62.1636,135.9407,9.1277,63.3719,65.6431,41.5993
Grape,Raw,7.4858,23.8152,137.4091,181.9335,57.4327,20.732,11.907
Apple,Ripe,1.1855,79.3317,190.3031,233.5602,41.7298,73.3028,30.5891
Strawberry,Raw,-1.2589,70.0808,100.9997,216.9758,89.482,62.8512,56.2405
Grape,Raw,29.4566,92.4046,71.8739,95.7725,48.7943,70.8117,34.552
Apple,Semi-Ripe,4.5431,98.2069,179.5952,177.9757,68.7258,83.9601,57.7023
Mango,Semi-Ripe,21.2694,80.4538,157.724,159.5935,26.491,77.3484,20.4904
Orange,Ripe,0.437,93.1223,237.0964,260.6466,10.0658,71.99,7.2463
Orange,Ripe,12.4333,59.9636,40.5412,92.6925,18.2503,54.0415,9.8627
Apple,Raw,22.0928,89.8544,144.6473,132.2662,25.7154,83.6134,21.5015
Mango,Ripe,5.9338,52.1676,171.7972,48.8592,58.2289,57.2765,33.3515
Orange,Raw,41.4342,88.5887,213.3801,63.9389,55.3599,70.4179,38.9832
Grape,Semi-Ripe,14.6475,18.416,24.3554,1.4259,79.7026,8.6981,6.9326
Apple,Semi-Ripe,4.4882,44.7227,137.7753,141.508,97.8152,56.2892,55.0594
Orange,Semi-Ripe,24.6347,29.5852,45.5071,183.6187,43.7571,17.5188,7.6657
Mango,Ripe,24.0189,20.5429,126.3299,78.4268,85.6193,25.9182,22.191
Orange,Ripe,11.2826,12.5444,24.5539,215.1424,10.3314,10.5318,1.0881
Orange,Semi-Ripe,37.8299,87.444,79.0044,77.7826,69.2684,57.5152,39.8398
Strawberry,Raw,11.3071,98.8219,1.889,202.1496,47.6577,73.502,35.0294
Banana,Semi-Ripe,16.852,18.4031,44.0161,244.959,73.813,45.9072,33.8855
Apple,Semi-Ripe,3.1729,97.0255,86.4998,121.9176,85.7981,88.1649,75.6438
Banana,Ripe,26.6543,23.6805,218.8241,228.2833,18.2802,28.0957,5.136
Grape,Raw,21.1991,93.7989,187.9933,170.3495,38.8719,72.1114,28.0311
Apple,Ripe,13.5388,86.8739,92.9806,244.4888,59.4411,70.0192,41.6202
Strawberry,Raw,-3.2709,70.4493,81.7579,67.1237,66.3767,66.2022,43.9429
Strawberry,Ripe,4.4271,62.4169,147.6553,15.3796,26.5755,49.1304,13.0566
Orange,Raw,-3.039,72.894,78.88,283.0104,99.0245,69.9409,69.2586
Apple,Ripe,3.7411,66.4825,213.1039,140.3249,51.1569,69.6908,35.6517
Banana,Ripe,-3.3512,45.5606,179.6929,164.7739,40.0667,40.2473,16.1258
Orange,Raw,1.2148,69.1314,131.4972,75.0057,75.3912,75.0234,56.561
Orange,Semi-Ripe,17.5121,55.2523,191.6704,262.2136,30.1253,42.8806,12.9179
Orange,Raw,22.2758,54.9168,188.6618,216.0272,30.3884,48.467,14.7284
Apple,Raw,2.7359,47.118,173.7965,129.5051,37.7683,59.3128,22.4014
Apple,Raw,33.1987,57.0339,169.0024,204.6817,55.9239,48.2774,26.9986
Apple,Ripe,0.5449,17.165,13.0771,72.3248,47.7574,32.9247,15.724
Grape,Semi-Ripe,37.882,27.6707,193.4238,211.6355,35.7518,0,0
Grape,Ripe,8.9085,99.6147,13.9852,45.688,89.7754,67.5871,60.6766
Orange,Semi-Ripe,36.4655,94.4604,65.298,211.2279,37.3197,53.6001,20.0034
Banana,Ripe,37.6798,95.3555,187.5971,183.2484,33.596,50.9479,17.1164
Strawberry,Raw,1.0653,33.1933,142.4416,101.4599,33.5945,19.931,6.6957
Grape,Semi-Ripe,6.7471,59.3036,201.9051,231.0645,73.9944,48.3508,35.7769
Mango,Raw,9.507,13.6917,60.4536,284.4654,29.52,50.2761,14.8415
Orange,Semi-Ripe,0.5273,11.4755,47.2826,133.2658,16.3437,19.3698,3.1658
Mango,Raw,16.3894,20.1446,100.4229,219.3493,92.1893,41.2467,38.0251
Orange,Raw,-2.5478,14.1626,147.1601,209.1501,59.0089,18.8715,11.1358
Orange,Semi-Ripe,42.5259,78.9363,31.0376,264.746,74.1877,40.139,29.7782
Mango,Ripe,-0.0163,77.1415,127.0841,182.1316,54.523,62.4087,34.0271
Orange,Raw,4.5924,36.0406,211.9025,54.3192,66.9826,47.207,31.6205
Orange,Semi-Ripe,31.8053,73.0213,234.7604,117.3,54.961,46.5496,25.5841
Orange,Ripe,26.7246,36.6266,33.4697,65.1447,27.0887,5.8168,1.5757
Orange,Ripe,38.781,37.6694,142.2925,123.2594,52.1001,0,0
Orange,Raw,28.7161,92.7684,4.6351,107.4989,47.6682,78.5799,37.4576
Strawberry,Semi-Ripe,25.9559,70.0375,217.0579,11.1364,85.4789,28.4394,24.3097
Orange,Semi-Ripe,18.8185,72.1221,199.9919,8.022,38.0436,64.0691,24.3742
Apple,Semi-Ripe,10.3784,69.7423,85.1089,180.072,98.5303,70.3112,69.2778
Banana,Semi-Ripe,6.6676,88.7276,106.2262,194.7332,66.5595,86.629,57.6599
Apple,Raw,9.3066,90.6599,50.0364,294.886,16.318,86.9412,14.1871
Banana,Semi-Ripe,33.0434,91.8505,115.7959,204.9216,95.7797,74.8546,71.6955
Apple,Raw,9.4367,61.4535,77.8407,45.057,87.9337,71.7706,63.1106
Orange,Semi-Ripe,37.5634,51.216,161.4537,127.1794,53.2912,21.9073,11.6746
Strawberry,Semi-Ripe,11.4352,52.0375,99.3884,87.803,52.0684,29.7379,15.484
Apple,Ripe,30.9167,47.5103,64.8764,205.9674,14.5,9.3032,1.349
Grape,Semi-Ripe,32.1619,38.9201,95.6883,285.1928,13.3718,0,0
Strawberry,Raw,15.1875,11.0025,117.1997,288.366,62.79,0,0
Banana,Semi-Ripe,23.5599,23.2335,133.3788,92.6497,10.048,46.5786,4.6802
Banana,Raw,21.5416,21.6555,189.0465,81.3785,94.4275,50.9396,48.101
Apple,Semi-Ripe,18.0191,49.2691,119.5631,225.7599,23.1165,44.2321,10.2249
Orange,Raw,35.007,48.5246,44.6029,156.1293,69.3696,37.693,26.1475
Strawberry,Raw,34.007,11.6147,156.4897,181.4414,68.783,0,0
Mango,Ripe,25.3192,79.828,183.8609,10.2432,41.4014,65.6999,27.2007
Mango,Semi-Ripe,19.5172,54.263,98.239,232.982,82.0168,59.4608,48.7679
Banana,Semi-Ripe,2.7923,49.4065,213.3378,279.8878,43.7752,55.6677,24.3686
Banana,Raw,6.1117,59.8324,81.1372,83.5898,23.8052,75.4362,17.9577
Apple,Semi-Ripe,27.7237,98.9573,194.5729,67.9267,68.8808,63.1813,43.5198
Mango,Semi-Ripe,42.2974,34.3365,144.4509,64.3935,72.5218,29.236,21.2024
Apple,Semi-Ripe,29.059,42.6895,167.9342,160.0863,72.3893,28.9314,20.9432
Mango,Semi-Ripe,-2.2707,66.2555,53.6941,257.0455,85.7367,61.8574,53.0345
Orange,Ripe,29.0071,13.7502,190.2604,247.0937,20.5517,0,0
Apple,Ripe,18.0306,84.1535,105.7383,168.1014,34.5996,61.6409,21.3275
Orange,Raw,18.0333,16.5488,107.2858,39.5837,82.6617,22.9243,18.9496
Strawberry,Semi-Ripe,4.9873,64.4093,167.4537,91.4289,69.7642,53.851,37.5687
Grape,Ripe,29.5643,78.2589,192.8877,101.6431,34.5827,8.005,2.7683
Mango,Ripe,40.9989,49.2829,136.9019,135.1216,76.1883,16.5234,12.5889
Apple,Semi-Ripe,-3.1439,95.6916,55.2442,209.7547,89.5463,80.9052,72.4476
Strawberry,Ripe,-3.3573,51.928,213.6189,290.89,44.0582,15.4135,6.7909
Banana,Ripe,41.7792,69.2071,53.8171,140.31,20.5148,40.4953,8.3075
Apple,Semi-Ripe,16.7553,77.7728,190.2142,207.766,58.1483,67.4257,39.2069
Banana,Raw,33.8784,38.3782,237.0076,265.048,30.3132,49.1578,14.9013
Apple,Semi-Ripe,18.1939,63.6633,179.7757,120.3815,10.6898,57.5298,6.1498
Grape,Semi-Ripe,-2.5111,77.7316,13.6502,154.9774,63.3313,79.463,50.3249
Banana,Ripe,43.8816,92.8753,7.633,205.6487,22.4081,47.4404,10.6305
Banana,Semi-Ripe,35.9708,81.7799,108.6778,285.798,38.3856,66.3785,25.4798
Apple,Semi-Ripe,-4.6022,11.5301,142.7595,189.215,95.4996,20.0902,19.1861
Banana,Raw,37.8231,50.7248,100.9068,41.1933,47.4724,62.4768,29.6592
Apple,Semi-Ripe,4.538,31.7253,142.1749,294.2874,90.1851,41.1702,37.1294
Grape,Ripe,9.5553,91.7169,71.707,79.4316,77.644,70.5577,54.7838
Apple,Semi-Ripe,18.528,44.1644,36.9118,44.6145,70.276,46.7269,32.8378
Apple,Ripe,36.4643,80.9118,84.5442,145.9266,23.3636,27.2104,6.3573
Apple,Raw,41.0632,32.2379,126.2034,111.702,65.465,26.9393,17.6358
Grape,Ripe,38.8774,32.9874,185.6438,177.6214,79.0705,0,0
Apple,Semi-Ripe,13.2755,82.7629,143.9421,19.2171,50.2919,81.4794,40.9776
Strawberry,Ripe,41.3846,76.561,116.2029,16.1498,35.7245,0,0
Grape,Ripe,1.041,19.5979,176.5825,0.4184,46.9495,19.8035,9.2977
Apple,Raw,36.1773,63.4775,127.8246,179.5015,17.0734,52.8123,9.0169
Apple,Ripe,3.275,36.7586,55.4928,266.9454,68.1507,46.3178,31.5659
Orange,Raw,11.8093,16.7275,38.8098,160.1334,54.1302,24.3297,13.1697
Grape,Ripe,24.3844,33.7903,180.9374,225.7913,60.1989,0,0
Apple,Ripe,16.7828,58.6045,111.6968,153.8816,55.6695,43.6838,24.3186
Apple,Semi-Ripe,8.5633,71.9895,213.0067,271.3945,17.7246,68.6263,12.1637
Apple,Ripe,21.7379,76.2322,110.508,46.292,51.4559,52.1325,26.8252
Mango,Raw,21.3747,62.6713,207.225,89.4835,75.8384,71.2581,54.0409
Orange,Raw,1.5681,31.215,51.7831,230.7657,35.3528,48.7867,17.2475
Mango,Semi-Ripe,5.1915,85.9006,126.0398,230.4487,62.1097,81.8206,50.8185
Banana,Raw,19.1405,78.6179,144.6545,24.3579,42.0344,88.3353,37.1312
Apple,Semi-Ripe,0.9056,84.2248,33.7505,118.5788,48.6656,88.053,42.8516
Orange,Raw,-2.0327,12.4602,51.6124,246.1605,20.0402,17.6201,3.5311
Grape,Semi-Ripe,-4.9081,32.013,46.3309,29.5987,58.7836,33.5399,19.716
Mango,Raw,27.7417,55.4617,139.5306,293.9171,91.4439,57.2494,52.3511
Strawberry,Raw,24.4195,18.5988,213.7353,131.5154,47.216,0,0
Banana,Ripe,20.4835,19.5067,137.9371,129.8469,99.8399,39.5012,39.4379
Strawberry,Raw,41.5129,41.3459,56.811,18.291,48.883,0,0
Orange,Raw,24.4524,38.0316,180.7229,28.3738,49.0229,37.5507,18.4084
Strawberry,Ripe,27.962,43.6595,196.1988,189.4114,47.0421,0,0
Orange,Ripe,23.0859,71.9418,126.1779,56.6837,38.7785,41.7955,16.2077
Mango,Raw,36.6793,45.5778,44.1483,36.5791,99.1749,54.0829,53.6367
Orange,Ripe,35.4646,85.4951,38.8323,298.5721,73.4763,25.3016,18.5907
Apple,Semi-Ripe,44.3501,50.1854,118.5137,212.0113,33.0891,19.0676,6.3093
Orange,Semi-Ripe,42.856,20.4534,230.7673,155.7964,85.5144,0,0
Strawberry,Ripe,25.9937,24.0239,80.1376,133.1499,21.0858,0,0
Mango,Ripe,4.3645,96.9964,115.6538,165.9341,16.1575,74.4241,12.0251
Grape,Ripe,9.9264,12.0787,110.9026,160.8638,64.0561,0,0
Apple,Semi-Ripe,21.4918,80.1147,84.0449,287.8403,55.9113,64.2839,35.9419
Mango,Raw,-0.6371,22.884,80.0288,173.7927,54.5584,40.2608,21.9656
Mango,Ripe,1.9433,56.6135,172.2836,93.233,97.5284,52.5789,51.2793
Banana,Raw,4.4116,93.3613,222.739,15.6475,69.7504,91.6095,63.898
Grape,Semi-Ripe,27.7695,99.8,199.4203,226.892,98.5895,42.1079,41.514
Strawberry,Ripe,2.7139,14.3654,176.4413,151.3995,24.3545,0,0
Mango,Raw,15.318,89.2238,191.2301,135.5028,78.2946,91.8787,71.9361
Apple,Raw,38.9313,54.9642,66.1963,62.3849,92.4643,48.4791,44.8259
Apple,Semi-Ripe,37.5851,63.0911,9.1653,198.038,86.7628,38.7633,33.6321
Mango,Semi-Ripe,18.3547,56.1081,70.92,190.1688,78.0869,63.5749,49.6437
Apple,Raw,29.9813,23.2465,165.3262,33.5594,73.2095,28.3484,20.7537
Strawberry,Raw,19.4979,18.7787,1.9312,110.8905,93.4483,0,0
Apple,Raw,11.9505,80.8671,32.4135,178.3947,32.0774,82.2474,26.3828
Banana,Raw,18.3878,57.7313,106.4548,134.2406,55.9077,73.1738,40.9098
Mango,Semi-Ripe,6.7534,37.2516,123.9082,109.9352,15.2132,52.8258,8.0365
Grape,Raw,27.9,76.4402,161.5638,189.3398,26.303,56.8977,14.9658
Mango,Semi-Ripe,14.005,34.8221,153.5895,184.6443,35.2488,51.267,18.071
Orange,Raw,2.4979,16.3797,23.1277,105.9333,74.0983,42.3429,31.3754
Grape,Ripe,22.7645,49.2242,202.6064,294.1513,43.6535,0,0
Apple,Raw,3.4197,89.4979,7.7405,133.0219,74.2854,95.1821,70.7064
Strawberry,Raw,20.5108,54.6709,183.2152,91.5835,48.4425,30.6228,14.8345
Orange,Semi-Ripe,17.9718,61.7787,18.6299,146.29,47.42,55.5333,26.3339
Orange,Semi-Ripe,-0.078,31.7391,130.3894,126.0005,44.2062,35.3308,15.6184
Mango,Raw,23.9976,51.4628,159.4082,255.063,35.1759,57.4587,20.2116
Mango,Ripe,-3.18,51.1437,90.2798,162.6482,78.9427,40.7295,32.153
Orange,Ripe,3.2774,47.638,202.7061,20.2029,31.6531,50.7222,16.0551
Orange,Raw,4.4002,77.1745,148.0212,5.8249,17.5163,86.2581,15.1093
Banana,Ripe,43.0998,41.2015,113.5373,178.1726,25.7054,19.1254,4.9163
Apple,Raw,29.0096,58.8982,21.9126,245.964,79.5369,52.5147,41.7686
Strawberry,Ripe,7.2081,46.5993,135.0528,99.8948,97.5104,18.6682,18.2034
Mango,Semi-Ripe,26.6544,75.4901,224.2474,6.8955,31.9234,72.4108,23.116
Strawberry,Raw,29.7388,28.4444,209.3121,87.1757,42.2938,0,0
Banana,Ripe,15.2032,62.8034,219.9657,257.1396,57.205,67.1641,38.4213
Apple,Ripe,3.5057,86.954,58.5301,176.3153,53.6147,89.511,47.9911
Orange,Ripe,13.5231,79.3914,50.1159,92.292,52.8538,69.0438,36.4922
Mango,Raw,28.3275,85.4493,43.8752,210.3535,82.0886,81.2921,66.7316
